30,2,3
0.11732038788707433,0.53002863777746,1.0,0.0,0.0
0.29279062848664716,0.67908162393291,1.0,0.0,1.0
0.10205861566962171,0.7662085954058496,1.0,0.0,1.0
0.008380686119756287,0.15511035781107396,1.0,0.0,0.0
0.5789814622852835,0.2472255574024521,1.0,1.0,0.0
0.8896428371973935,0.6527551794754229,0.0,1.0,1.0
0.5040880170044046,0.7678672621803861,1.0,1.0,1.0
0.8101589660036203,0.5096128216203989,0.0,1.0,0.0
0.5205783620045573,0.6294888504404814,1.0,1.0,1.0
0.8644966835171198,0.5406329064995767,0.0,1.0,0.0
0.9595584043078927,0.5764271258388727,0.0,1.0,0.0
0.7522467561839311,0.8502486740100316,0.0,1.0,1.0
0.6090366336549029,0.4264309693942707,1.0,1.0,0.0
0.9627850283042775,0.8132465587842436,0.0,1.0,1.0
0.3695960284360733,0.47807897404492916,1.0,1.0,1.0
0.9147606732101342,0.5936095060908139,0.0,1.0,0.0
0.2307655165675836,0.09189137009657755,1.0,0.0,0.0
0.9167858281186285,0.6003773311353753,0.0,1.0,0.0
0.957831613676687,0.5491638299975525,0.0,1.0,0.0
0.6152616329389262,0.36392709623379316,1.0,1.0,0.0
0.3487213547162712,0.7515094573301224,1.0,0.0,1.0
0.6063077466129547,0.6208645599377032,1.0,1.0,1.0
0.21515695000558488,0.9669458197591269,0.0,0.0,1.0
0.9122775526565601,0.5502712640271376,0.0,1.0,0.0
0.647243347811865,0.44294381100640834,1.0,1.0,1.0
0.49593168902070994,0.20967411539682912,1.0,1.0,0.0
0.5720708434045619,0.961254862327356,0.0,0.0,1.0
0.23246528026243007,0.06351471544310316,1.0,0.0,0.0
0.08812952403531626,0.014922714447575425,1.0,0.0,0.0
0.3065798730759851,0.9540541841199098,0.0,0.0,1.0
