20,19,7
-6.0,-3.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
-4.0,-1.0,0.027810016962771182,0.001984126984126984,-10.0,-6.0,0.2,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
-5.0,-1.0,2.6783322917596643E-4,0.0,-10.0,-3.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
-1.0,-4.0,0.0,0.0,-1.0,-2.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
-5.0,-1.0,0.07356486028033211,0.03869047619047619,-6.0,-3.0,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,-2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-5.0,-1.0,0.006249442014105883,0.015873015873015872,-10.0,-5.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.04,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-4.0,-4.0,0.0460226765467369,0.001984126984126984,-8.0,-3.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.02,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-6.0,-2.0,6.695830729399161E-4,0.0,-6.0,-2.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,-2.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-5.0,-1.0,0.0,0.0,-10.0,-3.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-4.0,-1.0,0.10659762521203464,0.01984126984126984,-8.0,-3.0,0.4,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.02,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-4.0,-3.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.8571428571428571,0.0,0.5,1.0,0.25,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
-4.0,-2.0,0.026203017587715382,0.008928571428571428,-10.0,-2.0,0.2,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
-3.0,-1.0,0.020087492188197484,0.007936507936507936,-6.0,-2.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.0,-4.0,0.0012498884028211766,0.005952380952380952,-3.0,-1.0,0.4,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0,-4.0,0.00513347022587269,0.00992063492063492,-2.0,-7.0,0.0,0.35714285714285715,0.2857142857142857,0.0,0.0,0.0,0.0,0.02,-1.0,-2.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-4.0,-1.0,0.0,0.0,-6.0,-1.0,0.0,0.21428571428571427,0.42857142857142855,0.0,0.0,0.0,0.0,0.04,-1.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
-3.0,-1.0,0.0019194714757610927,0.00496031746031746,-6.0,-2.0,0.0,0.0,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-4.0,-2.0,0.005267386840460673,0.005952380952380952,-10.0,-6.0,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-3.0,-1.0,1.3391661458798322E-4,0.0,-4.0,-1.0,0.0,0.21428571428571427,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-3.0,-1.0,0.02441746272654227,0.05357142857142857,-3.0,-1.0,0.6,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
