1000,20,2
-1,0.029411764705882353,-1,-1,0.05056674369979091,-1,-1,1.0,-1,-1,1.0,-1,0.8571428571428571,-1,-1,0.3333333333333333,-1,0.0,-1,-1,1,0
-2,0.6470588235294118,-2,-1,0.31368988665126,-2,-2,0.3333333333333333,-2,-1,0.3333333333333333,-1,0.05357142857142857,-1,-1,0.0,-1,0.0,-2,-1,0,1
-3,0.11764705882352941,-1,-2,0.10157367668097282,-2,-3,0.3333333333333333,-1,-1,0.6666666666666666,-1,0.5357142857142857,-1,-1,0.0,-2,1.0,-2,-1,1,0
-1,0.5588235294117647,-2,-3,0.4199405744470122,-2,-3,0.3333333333333333,-1,-2,1.0,-2,0.4642857142857143,-1,-2,0.0,-1,1.0,-2,-1,1,0
-1,0.29411764705882354,-3,-4,0.25420931000330144,-2,-2,0.6666666666666666,-1,-1,1.0,-3,0.6071428571428571,-1,-2,0.3333333333333333,-1,1.0,-2,-1,1,1
-3,0.47058823529411764,-2,-2,0.4844833278309673,-1,-2,0.3333333333333333,-1,-1,1.0,-3,0.2857142857142857,-1,-2,0.0,-2,1.0,-1,-1,1,0
-3,0.29411764705882354,-2,-3,0.14223616154946628,-3,-1,0.6666666666666666,-1,-1,1.0,-2,0.6071428571428571,-1,-1,0.0,-1,0.0,-2,-1,1,0
-2,0.47058823529411764,-2,-5,0.3685484758446132,-2,-2,0.3333333333333333,-1,-1,0.3333333333333333,-4,0.2857142857142857,-1,-3,0.0,-3,0.0,-1,-1,1,0
-3,0.11764705882352941,-2,-1,0.15456146142841423,-4,-3,0.3333333333333333,-3,-1,1.0,-1,0.75,-1,-1,0.0,-2,0.0,-2,-1,1,0
-2,0.38235294117647056,-1,-4,0.27423792230659183,-2,-4,1.0,-4,-1,0.3333333333333333,-4,0.16071428571428573,-1,-1,0.3333333333333333,-3,0.0,-2,-1,1,1
-2,0.11764705882352941,-2,-4,0.05749972488169913,-2,-5,0.6666666666666666,-2,-1,0.0,-4,0.10714285714285714,-1,-3,0.0,-1,0.0,-2,-1,1,1
-1,0.6470588235294118,-2,-6,0.2232860129855838,-2,-5,0.6666666666666666,-2,-1,1.0,-2,0.08928571428571429,-1,-3,0.0,-1,0.0,-2,-1,0,1
-2,0.11764705882352941,-2,-1,0.07246616044899307,-2,-2,0.0,-2,-1,0.0,-4,0.05357142857142857,-1,-1,0.0,-1,0.0,-1,-1,0,0
-1,0.29411764705882354,-1,-4,0.05221745350500715,-2,-1,1.0,-1,-1,1.0,-4,0.7321428571428571,-1,-1,0.3333333333333333,-2,0.0,-2,-1,1,1
