900,20,2
-1.0,0.11764705882352941,-2.0,-1.0,0.06866952789699571,-2.0,-2.0,1.0,-2.0,-1.0,0.0,-4.0,0.07142857142857142,-2.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,0.0
-1.0,0.11764705882352941,-2.0,-4.0,0.061736546715087486,-2.0,-3.0,0.3333333333333333,-3.0,-1.0,0.6666666666666666,-4.0,0.30357142857142855,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
-2.0,0.20588235294117646,-2.0,-1.0,0.16303510509519092,-3.0,-5.0,0.0,-4.0,-1.0,0.6666666666666666,-1.0,0.10714285714285714,-1.0,-3.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,0.0
-1.0,0.11764705882352941,-2.0,-4.0,0.028007043028502255,-2.0,-3.0,1.0,-1.0,-1.0,0.3333333333333333,-1.0,0.125,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
-3.0,0.29411764705882354,-1.0,-4.0,0.09298998569384835,-4.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.7321428571428571,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
-3.0,0.11764705882352941,-1.0,-6.0,0.06393749312204247,-2.0,-2.0,1.0,-2.0,-2.0,0.3333333333333333,-1.0,0.17857142857142858,-1.0,-1.0,0.3333333333333333,-3.0,0.0,-1.0,-1.0,1.0,0.0
-2.0,0.6470588235294118,-2.0,-1.0,0.205183228788379,-1.0,-3.0,1.0,-1.0,-1.0,0.0,-4.0,0.39285714285714285,-1.0,-1.0,0.3333333333333333,-1.0,1.0,-1.0,-1.0,1.0,0.0
-3.0,0.2647058823529412,-2.0,-1.0,0.1334323759216463,-3.0,-1.0,0.6666666666666666,-1.0,-1.0,1.0,-4.0,0.375,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,0.0
-3.0,0.20588235294117646,-1.0,-4.0,0.0704302850225597,-2.0,-2.0,0.6666666666666666,-1.0,-1.0,0.3333333333333333,-2.0,0.23214285714285715,-2.0,-1.0,0.3333333333333333,-1.0,0.0,-2.0,-1.0,1.0,1.0
-1.0,0.4264705882352941,-1.0,-3.0,0.22180037416088919,-3.0,-2.0,0.0,-2.0,-1.0,1.0,-4.0,0.07142857142857142,-1.0,-1.0,0.3333333333333333,-1.0,0.0,-2.0,-1.0,0.0,1.0
-2.0,0.47058823529411764,-2.0,-8.0,0.11742049081104874,-2.0,-5.0,1.0,-1.0,-1.0,0.0,-3.0,0.25,-1.0,-3.0,0.0,-2.0,0.0,-2.0,-1.0,1.0,1.0
-4.0,0.029411764705882353,-1.0,-2.0,0.04385385715857819,-2.0,-2.0,0.3333333333333333,-2.0,-1.0,1.0,-2.0,0.5535714285714286,-1.0,-1.0,0.0,-2.0,0.0,-2.0,-1.0,1.0,0.0
-2.0,0.6470588235294118,-3.0,-2.0,0.32871134587872786,-2.0,-1.0,1.0,-1.0,-1.0,1.0,-3.0,0.5535714285714286,-1.0,-2.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
-2.0,0.38235294117647056,-1.0,-4.0,0.10625068779575217,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.30357142857142855,-1.0,-1.0,0.3333333333333333,-1.0,0.0,-2.0,-1.0,1.0,0.0
-2.0,0.20588235294117646,-2.0,-4.0,0.04357873885770881,-1.0,-2.0,1.0,-2.0,-1.0,0.3333333333333333,-2.0,0.25,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
-4.0,0.47058823529411764,-2.0,-1.0,0.23236491691427313,-2.0,-1.0,1.0,-1.0,-1.0,0.3333333333333333,-4.0,0.21428571428571427,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,0.0
-1.0,0.38235294117647056,-2.0,-3.0,0.118631011334874,-2.0,-3.0,1.0,-2.0,-1.0,1.0,-1.0,0.07142857142857142,-1.0,-3.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,1.0
