100,20,2
-1.0,0.29411764705882354,-5.0,-3.0,0.18168812589413447,-2.0,-3.0,0.6666666666666666,-1.0,-1.0,1.0,-4.0,0.14285714285714285,-2.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
-3.0,0.5588235294117647,-1.0,-3.0,0.2086497193793331,-3.0,-2.0,1.0,-1.0,-1.0,1.0,-1.0,0.30357142857142855,-1.0,-1.0,0.3333333333333333,-1.0,0.0,-1.0,-1.0,1.0,0.0
-1.0,0.07352941176470588,-2.0,-4.0,0.022229558710245404,-2.0,-2.0,1.0,-1.0,-1.0,0.6666666666666666,-4.0,0.16071428571428573,-1.0,-1.0,0.0,-2.0,0.0,-2.0,-1.0,1.0,1.0
-1.0,0.20588235294117646,-1.0,-8.0,0.05172224056344228,-2.0,-4.0,0.3333333333333333,-2.0,-1.0,1.0,-3.0,0.6428571428571429,-1.0,-2.0,0.6666666666666666,-4.0,1.0,-2.0,-1.0,1.0,1.0
-4.0,0.11764705882352941,-5.0,-6.0,0.019753494002421042,-2.0,-5.0,1.0,-2.0,-1.0,0.0,-1.0,0.125,-1.0,-1.0,0.0,-4.0,0.0,-2.0,-1.0,1.0,1.0
-3.0,0.11764705882352941,-1.0,-4.0,0.03719599427753934,-2.0,-4.0,0.0,-2.0,-1.0,0.3333333333333333,-2.0,0.3392857142857143,-1.0,-1.0,0.0,-4.0,0.0,-2.0,-1.0,1.0,0.0
-2.0,0.20588235294117646,-3.0,-4.0,0.14575767580059426,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-4.0,0.42857142857142855,-1.0,-1.0,0.0,-1.0,1.0,-2.0,-1.0,1.0,0.0
-1.0,0.11764705882352941,-2.0,-3.0,0.056784417299438755,-2.0,-2.0,0.3333333333333333,-2.0,-1.0,1.0,-4.0,0.017857142857142856,-1.0,-3.0,0.0,-1.0,0.0,-2.0,-1.0,0.0,1.0
-1.0,0.11764705882352941,-2.0,-5.0,0.17255419830527127,-2.0,-1.0,0.6666666666666666,-1.0,-1.0,1.0,-3.0,0.2857142857142857,-1.0,-2.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0
-2.0,0.07352941176470588,-5.0,-4.0,0.06531308462638935,-5.0,-3.0,0.3333333333333333,-1.0,-1.0,0.6666666666666666,-3.0,0.17857142857142858,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,1.0
